filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
"'HORNACH'FullVideoSong_Mastizaade_SunnyLeone,TussharKapoor,VirDas.mp3",0.3790513873100281,0.18722262978553772,2632.630471880219,2715.325701327262,5840.231351586687,0.10430322416795666,-79.98269653320312,78.22704315185547,1.0205724239349365,6.981828689575195,-3.806243896484375,4.564547538757324,-1.2469494342803955,4.733211040496826,2.9302165508270264,10.226311683654785,-1.4933578968048096,3.2262868881225586,-0.011816916055977345,5.032044410705566,0.6250786781311035,3.9345242977142334,-0.3951781392097473,5.1247076988220215,-1.439742088317871,3.1760544776916504,Song
