filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
EnriqueIglesias-Somebody'sMe.mp3,0.5666716694831848,0.018235135823488235,1070.1167140231103,1547.5218537137036,2141.103719705399,0.03916227263931889,-374.527099609375,155.67942810058594,2.4614388942718506,24.877155303955078,6.152470588684082,12.800318717956543,7.24213981628418,10.82742977142334,5.6523027420043945,7.551104545593262,7.035780429840088,10.132509231567383,5.364741325378418,8.306087493896484,1.4466321468353271,2.982029914855957,-0.7362444400787354,2.1353044509887695,-1.414798378944397,0.8659580945968628,Song
